sample_id	chrom	start	end	label	source
24314	chr2	229963121	229964145	0	non_cpg_random
24315	chr2	190415336	190416360	0	non_cpg_random
24316	chr2	130342081	130343105	1	cpg_centered
24317	chr2	8344534	8345558	0	non_cpg_random
24318	chr2	219387490	219388514	1	cpg_centered
24319	chr2	53511643	53512667	0	non_cpg_random
24320	chr2	120613783	120614807	0	non_cpg_random
24321	chr2	166086027	166087051	0	non_cpg_random
24322	chr2	134563363	134564387	0	non_cpg_random
24323	chr2	121089791	121090815	0	non_cpg_random
24324	chr2	213400804	213401828	0	non_cpg_random
24325	chr2	204377989	204379013	0	non_cpg_random
24326	chr2	48415937	48416961	0	non_cpg_random
24327	chr2	105398412	105399436	1	cpg_centered
24328	chr2	233754675	233755699	1	cpg_centered
24329	chr2	98254065	98255089	0	non_cpg_random
24330	chr2	178413259	178414283	1	cpg_centered
24331	chr2	176868209	176869233	0	non_cpg_random
24332	chr2	228181027	228182051	1	cpg_centered
24333	chr2	202376657	202377681	1	cpg_centered
24334	chr2	67808503	67809527	0	non_cpg_random
24335	chr2	42473880	42474904	0	non_cpg_random
24336	chr2	188125375	188126399	0	non_cpg_random
24337	chr2	122481386	122482410	0	non_cpg_random
24338	chr2	22146680	22147704	0	non_cpg_random
24339	chr2	27735086	27736110	1	cpg_centered
24340	chr2	176087800	176088824	1	cpg_centered
24341	chr2	120890004	120891028	0	non_cpg_random
24342	chr2	118848087	118849111	1	cpg_centered
24343	chr2	96897672	96898696	0	non_cpg_random
24344	chr2	171569363	171570387	0	non_cpg_random
24345	chr2	168669890	168670914	0	non_cpg_random
24346	chr2	17699342	17700366	0	non_cpg_random
24347	chr2	169169559	169170583	0	non_cpg_random
24348	chr2	163173547	163174571	0	non_cpg_random
24349	chr2	97266913	97267937	0	non_cpg_random
24350	chr2	96527002	96528026	1	cpg_centered
24351	chr2	198771208	198772232	0	non_cpg_random
24352	chr2	159904005	159905029	1	cpg_centered
24353	chr2	159286064	159287088	1	cpg_centered
24354	chr2	218726861	218727885	0	non_cpg_random
24355	chr2	37442558	37443582	0	non_cpg_random
24356	chr2	44934778	44935802	1	cpg_centered
24357	chr2	241701722	241702746	1	cpg_centered
24358	chr2	241812826	241813850	1	cpg_centered
24359	chr2	24359734	24360758	1	cpg_centered
24360	chr2	218399092	218400116	1	cpg_centered
24361	chr2	115024981	115026005	0	non_cpg_random
24362	chr2	61581151	61582175	0	non_cpg_random
24363	chr2	19351575	19352599	1	cpg_centered
24364	chr2	238140585	238141609	1	cpg_centered
24365	chr2	96507919	96508943	1	cpg_centered
24366	chr2	222311773	222312797	1	cpg_centered
24367	chr2	144389220	144390244	1	cpg_centered
24368	chr2	148875201	148876225	1	cpg_centered
24369	chr2	54677372	54678396	0	non_cpg_random
24370	chr2	207711317	207712341	1	cpg_centered
24371	chr2	56343219	56344243	0	non_cpg_random
24372	chr2	26727626	26728650	1	cpg_centered
24373	chr2	45297944	45298968	0	non_cpg_random
24374	chr2	239190126	239191150	1	cpg_centered
24375	chr2	60965298	60966322	0	non_cpg_random
24376	chr2	67418166	67419190	0	non_cpg_random
24377	chr2	23642292	23643316	1	cpg_centered
24378	chr2	241052672	241053696	1	cpg_centered
24379	chr2	201689705	201690729	0	non_cpg_random
24380	chr2	95753843	95754867	0	non_cpg_random
24381	chr2	89996831	89997855	0	non_cpg_random
24382	chr2	26626473	26627497	0	non_cpg_random
24383	chr2	161244554	161245578	1	cpg_centered
24384	chr2	98099623	98100647	0	non_cpg_random
24385	chr2	175922136	175923160	0	non_cpg_random
24386	chr2	73283981	73285005	1	cpg_centered
24387	chr2	45009049	45010073	1	cpg_centered
24388	chr2	17753468	17754492	1	cpg_centered
24389	chr2	124566724	124567748	0	non_cpg_random
24390	chr2	229108935	229109959	0	non_cpg_random
24391	chr2	113555192	113556216	0	non_cpg_random
24392	chr2	164075179	164076203	0	non_cpg_random
24393	chr2	152582793	152583817	0	non_cpg_random
24394	chr2	496418	497442	1	cpg_centered
24395	chr2	170813307	170814331	1	cpg_centered
24396	chr2	150387100	150388124	0	non_cpg_random
24397	chr2	74471935	74472959	1	cpg_centered
24398	chr2	61763726	61764750	1	cpg_centered
24399	chr2	176124222	176125246	1	cpg_centered
24400	chr2	159712135	159713159	1	cpg_centered
24401	chr2	116556648	116557672	0	non_cpg_random
24402	chr2	22503003	22504027	0	non_cpg_random
24403	chr2	56781146	56782170	0	non_cpg_random
24404	chr2	170770787	170771811	1	cpg_centered
24405	chr2	76050087	76051111	0	non_cpg_random
24406	chr2	60398527	60399551	0	non_cpg_random
24407	chr2	154751888	154752912	0	non_cpg_random
24408	chr2	107130769	107131793	0	non_cpg_random
24409	chr2	115345529	115346553	0	non_cpg_random
24410	chr2	89126647	89127671	0	non_cpg_random
24411	chr2	38535685	38536709	1	cpg_centered
24412	chr2	141278082	141279106	0	non_cpg_random
24413	chr2	80914872	80915896	0	non_cpg_random
24414	chr2	95991731	95992755	1	cpg_centered
24415	chr2	25252436	25253460	1	cpg_centered
24416	chr2	80302624	80303648	1	cpg_centered
24417	chr2	197206275	197207299	0	non_cpg_random
24418	chr2	199955149	199956173	1	cpg_centered
24419	chr2	24174538	24175562	1	cpg_centered
24420	chr2	72146507	72147531	1	cpg_centered
24421	chr2	115718665	115719689	0	non_cpg_random
24422	chr2	183558911	183559935	0	non_cpg_random
24423	chr2	68949219	68950243	0	non_cpg_random
24424	chr2	241101857	241102881	1	cpg_centered
24425	chr2	233089342	233090366	0	non_cpg_random
24426	chr2	209144994	209146018	1	cpg_centered
24427	chr2	199658867	199659891	1	cpg_centered
24428	chr2	94874191	94875215	1	cpg_centered
24429	chr2	121284491	121285515	1	cpg_centered
24430	chr2	42792435	42793459	1	cpg_centered
24431	chr2	135875714	135876738	1	cpg_centered
24432	chr2	74834132	74835156	1	cpg_centered
24433	chr2	25251796	25252820	1	cpg_centered
24434	chr2	21014566	21015590	0	non_cpg_random
24435	chr2	241579471	241580495	1	cpg_centered
24436	chr2	3651193	3652217	1	cpg_centered
24437	chr2	44230781	44231805	0	non_cpg_random
24438	chr2	93591996	93593020	0	non_cpg_random
24439	chr2	7610889	7611913	0	non_cpg_random
24440	chr2	16440293	16441317	0	non_cpg_random
24441	chr2	96816067	96817091	1	cpg_centered
24442	chr2	235365615	235366639	0	non_cpg_random
24443	chr2	232633384	232634408	1	cpg_centered
24444	chr2	27378129	27379153	1	cpg_centered
24445	chr2	128056422	128057446	0	non_cpg_random
24446	chr2	127025108	127026132	1	cpg_centered
24447	chr2	15492265	15493289	0	non_cpg_random
24448	chr2	74529437	74530461	1	cpg_centered
24449	chr2	17877362	17878386	1	cpg_centered
24450	chr2	42461860	42462884	0	non_cpg_random
24451	chr2	239139256	239140280	1	cpg_centered
24452	chr2	222343135	222344159	0	non_cpg_random
24453	chr2	53808312	53809336	0	non_cpg_random
24454	chr2	126998130	126999154	0	non_cpg_random
24455	chr2	178159131	178160155	0	non_cpg_random
24456	chr2	96574037	96575061	0	non_cpg_random
24457	chr2	182433086	182434110	0	non_cpg_random
24458	chr2	190880704	190881728	1	cpg_centered
24459	chr2	193481042	193482066	0	non_cpg_random
24460	chr2	222302151	222303175	1	cpg_centered
24461	chr2	97912117	97913141	0	non_cpg_random
24462	chr2	57700384	57701408	0	non_cpg_random
24463	chr2	82343877	82344901	0	non_cpg_random
24464	chr2	233204014	233205038	1	cpg_centered
24465	chr2	47782974	47783998	1	cpg_centered
24466	chr2	54975127	54976151	0	non_cpg_random
24467	chr2	11155155	11156179	1	cpg_centered
24468	chr2	106240062	106241086	0	non_cpg_random
24469	chr2	79767531	79768555	0	non_cpg_random
24470	chr2	108892786	108893810	0	non_cpg_random
24471	chr2	96839160	96840184	1	cpg_centered
24472	chr2	38875284	38876308	1	cpg_centered
24473	chr2	97094221	97095245	1	cpg_centered
24474	chr2	237798312	237799336	1	cpg_centered
24475	chr2	43225547	43226571	1	cpg_centered
24476	chr2	219552132	219553156	1	cpg_centered
24477	chr2	199427414	199428438	0	non_cpg_random
24478	chr2	96030214	96031238	0	non_cpg_random
24479	chr2	75559636	75560660	1	cpg_centered
24480	chr2	49454073	49455097	0	non_cpg_random
24481	chr2	27746635	27747659	0	non_cpg_random
24482	chr2	80322051	80323075	1	cpg_centered
24483	chr2	68004788	68005812	0	non_cpg_random
24484	chr2	29115068	29116092	1	cpg_centered
24485	chr2	16511775	16512799	0	non_cpg_random
24486	chr2	101977882	101978906	0	non_cpg_random
24487	chr2	25341075	25342099	1	cpg_centered
24488	chr2	230782910	230783934	0	non_cpg_random
24489	chr2	218984951	218985975	1	cpg_centered
24490	chr2	131394820	131395844	1	cpg_centered
24491	chr2	27263223	27264247	1	cpg_centered
24492	chr2	73851902	73852926	0	non_cpg_random
24493	chr2	82382868	82383892	0	non_cpg_random
24494	chr2	45650780	45651804	1	cpg_centered
24495	chr2	87075911	87076935	1	cpg_centered
24496	chr2	241271968	241272992	1	cpg_centered
24497	chr2	136118799	136119823	1	cpg_centered
24498	chr2	199772203	199773227	0	non_cpg_random
24499	chr2	24049624	24050648	1	cpg_centered
24500	chr2	582011	583035	1	cpg_centered
24501	chr2	198666917	198667941	0	non_cpg_random
24502	chr2	96549757	96550781	1	cpg_centered
24503	chr2	240641074	240642098	1	cpg_centered
24504	chr2	190648454	190649478	1	cpg_centered
24505	chr2	13348549	13349573	0	non_cpg_random
24506	chr2	128901728	128902752	1	cpg_centered
24507	chr2	209808183	209809207	1	cpg_centered
24508	chr2	208596382	208597406	0	non_cpg_random
24509	chr2	109116541	109117565	0	non_cpg_random
24510	chr2	47690500	47691524	1	cpg_centered
24511	chr2	101310675	101311699	0	non_cpg_random
24512	chr2	88626736	88627760	1	cpg_centered
24513	chr2	165953376	165954400	1	cpg_centered
24514	chr2	242045094	242046118	1	cpg_centered
24515	chr2	220540602	220541626	0	non_cpg_random
24516	chr2	206431945	206432969	0	non_cpg_random
24517	chr2	103892836	103893860	0	non_cpg_random
24518	chr2	15738361	15739385	0	non_cpg_random
24519	chr2	43447684	43448708	0	non_cpg_random
24520	chr2	154274805	154275829	0	non_cpg_random
24521	chr2	174343505	174344529	1	cpg_centered
24522	chr2	126885864	126886888	1	cpg_centered
24523	chr2	239527213	239528237	1	cpg_centered
24524	chr2	193940137	193941161	0	non_cpg_random
24525	chr2	25981720	25982744	1	cpg_centered
24526	chr2	1648414	1649438	1	cpg_centered
24527	chr2	176084924	176085948	1	cpg_centered
24528	chr2	107990751	107991775	0	non_cpg_random
24529	chr2	127810606	127811630	1	cpg_centered
24530	chr2	176117014	176118038	1	cpg_centered
24531	chr2	74421326	74422350	1	cpg_centered
24532	chr2	119366676	119367700	1	cpg_centered
24533	chr2	15788815	15789839	0	non_cpg_random
24534	chr2	118848609	118849633	1	cpg_centered
24535	chr2	212016697	212017721	0	non_cpg_random
24536	chr2	5509131	5510155	0	non_cpg_random
24537	chr2	11592434	11593458	1	cpg_centered
24538	chr2	145342624	145343648	0	non_cpg_random
24539	chr2	230847651	230848675	1	cpg_centered
24540	chr2	241677030	241678054	1	cpg_centered
24541	chr2	182866716	182867740	1	cpg_centered
24542	chr2	200443637	200444661	0	non_cpg_random
24543	chr2	134633157	134634181	0	non_cpg_random
24544	chr2	196639138	196640162	1	cpg_centered
24545	chr2	129043858	129044882	0	non_cpg_random
24546	chr2	136423099	136424123	1	cpg_centered
24547	chr2	218269855	218270879	1	cpg_centered
24548	chr2	3643384	3644408	1	cpg_centered
24549	chr2	3594547	3595571	1	cpg_centered
24550	chr2	86562673	86563697	1	cpg_centered
24551	chr2	232900762	232901786	1	cpg_centered
24552	chr2	237371467	237372491	1	cpg_centered
24553	chr2	233743325	233744349	1	cpg_centered
24554	chr2	43100486	43101510	1	cpg_centered
24555	chr2	116327700	116328724	0	non_cpg_random
24556	chr2	177771906	177772930	0	non_cpg_random
24557	chr2	22710494	22711518	0	non_cpg_random
24558	chr2	133669754	133670778	0	non_cpg_random
24559	chr2	176177857	176178881	1	cpg_centered
24560	chr2	1842383	1843407	1	cpg_centered
24561	chr2	182865842	182866866	1	cpg_centered
24562	chr2	238762413	238763437	0	non_cpg_random
24563	chr2	14474595	14475619	0	non_cpg_random
24564	chr2	126873170	126874194	0	non_cpg_random
24565	chr2	122421996	122423020	0	non_cpg_random
24566	chr2	157645530	157646554	0	non_cpg_random
24567	chr2	37566172	37567196	0	non_cpg_random
24568	chr2	85354162	85355186	1	cpg_centered
24569	chr2	201727291	201728315	0	non_cpg_random
24570	chr2	73828491	73829515	1	cpg_centered
24571	chr2	223052576	223053600	1	cpg_centered
24572	chr2	176136262	176137286	1	cpg_centered
24573	chr2	241065034	241066058	1	cpg_centered
24574	chr2	218387291	218388315	1	cpg_centered
24575	chr2	184168317	184169341	0	non_cpg_random
24576	chr2	83975631	83976655	0	non_cpg_random
24577	chr2	23628582	23629606	1	cpg_centered
24578	chr2	218710529	218711553	1	cpg_centered
24579	chr2	203106061	203107085	0	non_cpg_random
24580	chr2	219814558	219815582	0	non_cpg_random
24581	chr2	55693314	55694338	1	cpg_centered
24582	chr2	170714868	170715892	1	cpg_centered
24583	chr2	112955591	112956615	0	non_cpg_random
24584	chr2	99154398	99155422	1	cpg_centered
24585	chr2	84333217	84334241	0	non_cpg_random
24586	chr2	105744656	105745680	1	cpg_centered
24587	chr2	239179425	239180449	1	cpg_centered
24588	chr2	2830311	2831335	0	non_cpg_random
24589	chr2	138156211	138157235	0	non_cpg_random
24590	chr2	23583020	23584044	0	non_cpg_random
24591	chr2	120521924	120522948	1	cpg_centered
24592	chr2	89053942	89054966	0	non_cpg_random
24593	chr2	83564894	83565918	0	non_cpg_random
24594	chr2	233930449	233931473	0	non_cpg_random
24595	chr2	74414902	74415926	1	cpg_centered
24596	chr2	86105519	86106543	1	cpg_centered
24597	chr2	36966054	36967078	1	cpg_centered
24598	chr2	197882928	197883952	0	non_cpg_random
24599	chr2	190144905	190145929	0	non_cpg_random
24600	chr2	95388758	95389782	1	cpg_centered
24601	chr2	176185020	176186044	0	non_cpg_random
24602	chr2	43552591	43553615	0	non_cpg_random
24603	chr2	231925418	231926442	1	cpg_centered
24604	chr2	183925783	183926807	0	non_cpg_random
24605	chr2	178480065	178481089	1	cpg_centered
24606	chr2	42188223	42189247	0	non_cpg_random
24607	chr2	112432605	112433629	1	cpg_centered
24608	chr2	3635057	3636081	1	cpg_centered
24609	chr2	104036954	104037978	0	non_cpg_random
24610	chr2	102115033	102116057	0	non_cpg_random
24611	chr2	74647706	74648730	1	cpg_centered
24612	chr2	92108971	92109995	0	non_cpg_random
24613	chr2	31802116	31803140	0	non_cpg_random
24614	chr2	175282679	175283703	0	non_cpg_random
24615	chr2	26033553	26034577	1	cpg_centered
24616	chr2	163223861	163224885	0	non_cpg_random
24617	chr2	31196928	31197952	0	non_cpg_random
24618	chr2	88016515	88017539	1	cpg_centered
24619	chr2	181961365	181962389	0	non_cpg_random
24620	chr2	105008306	105009330	0	non_cpg_random
24621	chr2	128232831	128233855	1	cpg_centered
24622	chr2	100321445	100322469	1	cpg_centered
24623	chr2	232354381	232355405	0	non_cpg_random
24624	chr2	118842124	118843148	1	cpg_centered
24625	chr2	106466664	106467688	1	cpg_centered
24626	chr2	96864430	96865454	1	cpg_centered
24627	chr2	41492543	41493567	0	non_cpg_random
24628	chr2	231397976	231399000	1	cpg_centered
24629	chr2	113198603	113199627	1	cpg_centered
24630	chr2	151395928	151396952	0	non_cpg_random
24631	chr2	148887604	148888628	1	cpg_centered
24632	chr2	77323641	77324665	0	non_cpg_random
24633	chr2	92097041	92098065	0	non_cpg_random
24634	chr2	174241849	174242873	0	non_cpg_random
24635	chr2	10689344	10690368	1	cpg_centered
24636	chr2	44254229	44255253	0	non_cpg_random
24637	chr2	1540096	1541120	1	cpg_centered
24638	chr2	181533708	181534732	0	non_cpg_random
24639	chr2	113541517	113542541	1	cpg_centered
24640	chr2	240700955	240701979	1	cpg_centered
24641	chr2	74298639	74299663	0	non_cpg_random
24642	chr2	10199997	10201021	0	non_cpg_random
24643	chr2	86719791	86720815	1	cpg_centered
24644	chr2	30857539	30858563	0	non_cpg_random
24645	chr2	201769233	201770257	0	non_cpg_random
24646	chr2	235179353	235180377	0	non_cpg_random
24647	chr2	135051943	135052967	1	cpg_centered
24648	chr2	239008719	239009743	1	cpg_centered
24649	chr2	153906462	153907486	0	non_cpg_random
24650	chr2	140294469	140295493	0	non_cpg_random
24651	chr2	176162575	176163599	1	cpg_centered
24652	chr2	222298198	222299222	1	cpg_centered
24653	chr2	232876051	232877075	1	cpg_centered
24654	chr2	83777853	83778877	0	non_cpg_random
24655	chr2	106877143	106878167	0	non_cpg_random
24656	chr2	208359903	208360927	1	cpg_centered
24657	chr2	241932217	241933241	1	cpg_centered
24658	chr2	125453229	125454253	0	non_cpg_random
24659	chr2	138780089	138781113	1	cpg_centered
24660	chr2	31581082	31582106	1	cpg_centered
24661	chr2	102170246	102171270	0	non_cpg_random
24662	chr2	74554411	74555435	1	cpg_centered
24663	chr2	63120136	63121160	0	non_cpg_random
24664	chr2	241856928	241857952	1	cpg_centered
24665	chr2	17328946	17329970	0	non_cpg_random
24666	chr2	235915674	235916698	0	non_cpg_random
24667	chr2	92006975	92007999	0	non_cpg_random
24668	chr2	170572385	170573409	0	non_cpg_random
24669	chr2	57538352	57539376	0	non_cpg_random
24670	chr2	174906175	174907199	0	non_cpg_random
24671	chr2	170061596	170062620	0	non_cpg_random
24672	chr2	88283718	88284742	1	cpg_centered
24673	chr2	203014335	203015359	1	cpg_centered
24674	chr2	231056466	231057490	1	cpg_centered
24675	chr2	96212237	96213261	0	non_cpg_random
24676	chr2	38916372	38917396	0	non_cpg_random
24677	chr2	109159414	109160438	0	non_cpg_random
24678	chr2	140963983	140965007	0	non_cpg_random
24679	chr2	231718726	231719750	0	non_cpg_random
24680	chr2	78661659	78662683	0	non_cpg_random
24681	chr2	181358219	181359243	0	non_cpg_random
24682	chr2	183092670	183093694	0	non_cpg_random
24683	chr2	14653009	14654033	0	non_cpg_random
24684	chr2	130693149	130694173	1	cpg_centered
24685	chr2	111334657	111335681	0	non_cpg_random
24686	chr2	121463116	121464140	0	non_cpg_random
24687	chr2	7751682	7752706	0	non_cpg_random
24688	chr2	188082205	188083229	0	non_cpg_random
24689	chr2	16507812	16508836	1	cpg_centered
24690	chr2	214856372	214857396	0	non_cpg_random
24691	chr2	42493323	42494347	1	cpg_centered
24692	chr2	57154150	57155174	0	non_cpg_random
24693	chr2	201985809	201986833	0	non_cpg_random
24694	chr2	49248854	49249878	0	non_cpg_random
24695	chr2	84529111	84530135	0	non_cpg_random
24696	chr2	229359440	229360464	0	non_cpg_random
24697	chr2	213136375	213137399	0	non_cpg_random
24698	chr2	219308842	219309866	1	cpg_centered
24699	chr2	22834155	22835179	0	non_cpg_random
24700	chr2	154955947	154956971	0	non_cpg_random
24701	chr2	137501128	137502152	0	non_cpg_random
24702	chr2	176085480	176086504	1	cpg_centered
24703	chr2	54744933	54745957	0	non_cpg_random
24704	chr2	210170821	210171845	1	cpg_centered
24705	chr2	175909565	175910589	0	non_cpg_random
24706	chr2	175236922	175237946	0	non_cpg_random
24707	chr2	85468072	85469096	0	non_cpg_random
24708	chr2	177643909	177644933	0	non_cpg_random
24709	chr2	64188906	64189930	0	non_cpg_random
24710	chr2	176084413	176085437	1	cpg_centered
24711	chr2	218727008	218728032	0	non_cpg_random
24712	chr2	219418241	219419265	1	cpg_centered
24713	chr2	163736055	163737079	1	cpg_centered
24714	chr2	173075602	173076626	1	cpg_centered
24715	chr2	202237736	202238760	1	cpg_centered
24716	chr2	23561812	23562836	1	cpg_centered
24717	chr2	3528019	3529043	1	cpg_centered
24718	chr2	130797427	130798451	1	cpg_centered
24719	chr2	174328341	174329365	1	cpg_centered
24720	chr2	60491922	60492946	0	non_cpg_random
24721	chr2	112645451	112646475	1	cpg_centered
24722	chr2	196746049	196747073	0	non_cpg_random
24723	chr2	217228604	217229628	0	non_cpg_random
24724	chr2	192056419	192057443	0	non_cpg_random
24725	chr2	241035683	241036707	1	cpg_centered
24726	chr2	176347751	176348775	0	non_cpg_random
24727	chr2	176156710	176157734	1	cpg_centered
24728	chr2	129992179	129993203	1	cpg_centered
24729	chr2	26848232	26849256	1	cpg_centered
24730	chr2	2769225	2770249	1	cpg_centered
24731	chr2	232379265	232380289	1	cpg_centered
24732	chr2	143936676	143937700	1	cpg_centered
24733	chr2	9763471	9764495	0	non_cpg_random
24734	chr2	6917265	6918289	1	cpg_centered
24735	chr2	1937030	1938054	1	cpg_centered
24736	chr2	50815119	50816143	0	non_cpg_random
24737	chr2	115068188	115069212	0	non_cpg_random
24738	chr2	236123550	236124574	1	cpg_centered
24739	chr2	199601550	199602574	0	non_cpg_random
24740	chr2	192809932	192810956	0	non_cpg_random
24741	chr2	85746793	85747817	0	non_cpg_random
24742	chr2	52113971	52114995	0	non_cpg_random
24743	chr2	209423369	209424393	1	cpg_centered
24744	chr2	64454013	64455037	1	cpg_centered
24745	chr2	227732948	227733972	0	non_cpg_random
24746	chr2	41840418	41841442	1	cpg_centered
24747	chr2	42827354	42828378	1	cpg_centered
24748	chr2	60755884	60756908	1	cpg_centered
24749	chr2	160099442	160100466	0	non_cpg_random
24750	chr2	66313956	66314980	0	non_cpg_random
24751	chr2	27370093	27371117	1	cpg_centered
24752	chr2	162229905	162230929	0	non_cpg_random
24753	chr2	5672952	5673976	1	cpg_centered
24754	chr2	72513215	72514239	0	non_cpg_random
24755	chr2	73385518	73386542	1	cpg_centered
24756	chr2	115658699	115659723	0	non_cpg_random
24757	chr2	25131149	25132173	1	cpg_centered
24758	chr2	7766892	7767916	1	cpg_centered
24759	chr2	158119934	158120958	0	non_cpg_random
24760	chr2	34051210	34052234	0	non_cpg_random
24761	chr2	74355208	74356232	0	non_cpg_random
24762	chr2	176151712	176152736	1	cpg_centered
24763	chr2	144282573	144283597	0	non_cpg_random
24764	chr2	170973287	170974311	1	cpg_centered
24765	chr2	95159004	95160028	1	cpg_centered
24766	chr2	96413634	96414658	0	non_cpg_random
24767	chr2	236210962	236211986	1	cpg_centered
24768	chr2	95526303	95527327	1	cpg_centered
24769	chr2	28482578	28483602	0	non_cpg_random
24770	chr2	60551079	60552103	1	cpg_centered
24771	chr2	16431868	16432892	0	non_cpg_random
24772	chr2	102701664	102702688	0	non_cpg_random
24773	chr2	128972200	128973224	0	non_cpg_random
24774	chr2	64143703	64144727	1	cpg_centered
24775	chr2	58428130	58429154	1	cpg_centered
24776	chr2	218216740	218217764	1	cpg_centered
24777	chr2	169584046	169585070	1	cpg_centered
24778	chr2	126339534	126340558	0	non_cpg_random
24779	chr2	109692052	109693076	0	non_cpg_random
24780	chr2	221572103	221573127	1	cpg_centered
24781	chr2	176001700	176002724	1	cpg_centered
24782	chr2	138174868	138175892	0	non_cpg_random
24783	chr2	216108799	216109823	1	cpg_centered
24784	chr2	216505867	216506891	0	non_cpg_random
24785	chr2	190534177	190535201	1	cpg_centered
24786	chr2	27663455	27664479	1	cpg_centered
24787	chr2	3287022	3288046	1	cpg_centered
24788	chr2	217304875	217305899	0	non_cpg_random
24789	chr2	119431305	119432329	1	cpg_centered
24790	chr2	90237927	90238951	1	cpg_centered
24791	chr2	170819744	170820768	1	cpg_centered
24792	chr2	133100199	133101223	0	non_cpg_random
24793	chr2	242088268	242089292	1	cpg_centered
24794	chr2	127415546	127416570	1	cpg_centered
24795	chr2	218981480	218982504	1	cpg_centered
24796	chr2	236172697	236173721	1	cpg_centered
24797	chr2	165509195	165510219	0	non_cpg_random
24798	chr2	26970188	26971212	1	cpg_centered
24799	chr2	75560376	75561400	1	cpg_centered
24800	chr2	229921560	229922584	1	cpg_centered
24801	chr2	166305907	166306931	0	non_cpg_random
24802	chr2	60555010	60556034	1	cpg_centered
24803	chr2	23385543	23386567	1	cpg_centered
24804	chr2	240831995	240833019	1	cpg_centered
24805	chr2	20350265	20351289	1	cpg_centered
24806	chr2	147200482	147201506	0	non_cpg_random
24807	chr2	76046030	76047054	0	non_cpg_random
24808	chr2	88098111	88099135	0	non_cpg_random
24809	chr2	152175388	152176412	1	cpg_centered
24810	chr2	233463040	233464064	1	cpg_centered
24811	chr2	27118483	27119507	1	cpg_centered
24812	chr2	172087744	172088768	1	cpg_centered
24813	chr2	122727522	122728546	0	non_cpg_random
24814	chr2	23013876	23014900	0	non_cpg_random
24815	chr2	190343415	190344439	1	cpg_centered
24816	chr2	129979376	129980400	1	cpg_centered
24817	chr2	133923259	133924283	0	non_cpg_random
24818	chr2	172107783	172108807	1	cpg_centered
24819	chr2	183037601	183038625	1	cpg_centered
24820	chr2	306409	307433	1	cpg_centered
24821	chr2	104854516	104855540	1	cpg_centered
24822	chr2	74464669	74465693	1	cpg_centered
24823	chr2	47271987	47273011	1	cpg_centered
24824	chr2	52571580	52572604	1	cpg_centered
24825	chr2	10447853	10448877	1	cpg_centered
24826	chr2	121649023	121650047	1	cpg_centered
24827	chr2	73068467	73069491	0	non_cpg_random
24828	chr2	148748375	148749399	0	non_cpg_random
24829	chr2	225178673	225179697	0	non_cpg_random
24830	chr2	95576474	95577498	0	non_cpg_random
24831	chr2	219279022	219280046	1	cpg_centered
24832	chr2	231514084	231515108	1	cpg_centered
24833	chr2	10119966	10120990	1	cpg_centered
24834	chr2	181004887	181005911	0	non_cpg_random
24835	chr2	149962147	149963171	0	non_cpg_random
24836	chr2	241987459	241988483	1	cpg_centered
24837	chr2	25750412	25751436	0	non_cpg_random
24838	chr2	181891734	181892758	1	cpg_centered
24839	chr2	64988759	64989783	1	cpg_centered
24840	chr2	86761896	86762920	0	non_cpg_random
24841	chr2	81839728	81840752	0	non_cpg_random
24842	chr2	90324288	90325312	1	cpg_centered
24843	chr2	184330389	184331413	0	non_cpg_random
24844	chr2	3180367	3181391	1	cpg_centered
24845	chr2	100416977	100418001	1	cpg_centered
24846	chr2	118177053	118178077	0	non_cpg_random
24847	chr2	1826152	1827176	0	non_cpg_random
24848	chr2	208480475	208481499	0	non_cpg_random
24849	chr2	230990370	230991394	1	cpg_centered
24850	chr2	217978326	217979350	1	cpg_centered
24851	chr2	170566448	170567472	0	non_cpg_random
24852	chr2	233308006	233309030	0	non_cpg_random
24853	chr2	153477927	153478951	1	cpg_centered
24854	chr2	60310444	60311468	0	non_cpg_random
24855	chr2	106486911	106487935	1	cpg_centered
24856	chr2	94271564	94272588	0	non_cpg_random
24857	chr2	130727219	130728243	1	cpg_centered
24858	chr2	96985853	96986877	1	cpg_centered
24859	chr2	129877170	129878194	1	cpg_centered
24860	chr2	236237292	236238316	1	cpg_centered
24861	chr2	201780536	201781560	1	cpg_centered
24862	chr2	49042905	49043929	0	non_cpg_random
24863	chr2	130597226	130598250	1	cpg_centered
24864	chr2	140003796	140004820	0	non_cpg_random
24865	chr2	11656405	11657429	1	cpg_centered
24866	chr2	79602902	79603926	0	non_cpg_random
24867	chr2	72728918	72729942	0	non_cpg_random
24868	chr2	174682131	174683155	1	cpg_centered
24869	chr2	225700057	225701081	0	non_cpg_random
24870	chr2	143331383	143332407	0	non_cpg_random
24871	chr2	17410107	17411131	0	non_cpg_random
24872	chr2	130144147	130145171	1	cpg_centered
24873	chr2	158456968	158457992	1	cpg_centered
24874	chr2	142287714	142288738	0	non_cpg_random
24875	chr2	240622760	240623784	1	cpg_centered
24876	chr2	164486742	164487766	0	non_cpg_random
24877	chr2	7430713	7431737	1	cpg_centered
24878	chr2	241209863	241210887	1	cpg_centered
24879	chr2	240135730	240136754	1	cpg_centered
24880	chr2	184428260	184429284	0	non_cpg_random
24881	chr2	12717184	12718208	1	cpg_centered
24882	chr2	104872206	104873230	1	cpg_centered
24883	chr2	239052373	239053397	1	cpg_centered
24884	chr2	21852835	21853859	0	non_cpg_random
